id,topic,stance,substance,source,line
1639,marijuana,Pro,p-medicine,I64,ingesting cannabis can increase your brain cell growth.   Which is why people feel smarter after eating a couple of pot brownies ;)
1640,marijuana,Pro,p-right,I65,What if they just want to be left alone to decide for themselves?
1641,marijuana,Pro,p-not_addictive,L30,Pot does not do anywhere near as much damage to those around us than what alcohol does
1642,marijuana,Pro,p-medicine,L30,I know students that are in the top of my sophomore class that smoke pot regularly and are within top 20 out of a 600 student class
1643,marijuana,Pro,p-legal,L30,The only thing I see that could come out of legalizing weed would be that since Americans already spend their money on weed now why not tax the shit and bring the US gov some extra pocket change?
1644,marijuana,Pro,p-not_addictive,L31,because every medical journal i've ever read (including the British government) have said that pot is LESS HARMFUL than alcohol.
1645,marijuana,Con,c-illegal,K177,"I clearly stated that eventually, the rampant use of marijuana would level off, but immediately following the legalization of the drug would cause widespread pandemonium. And I'm not sure how last that would long."
1646,marijuana,Pro,p-legal,K176,The drug use in Amsterdam is lower than it is here.
1647,marijuana,Pro,p-Other,B7,"If we were to make everything illegal because it was harmful to us in any way we would be living with next to nothing. Just off the top of my head fast food, junk food, driving, traveling. All of those are potentially dangerous. We shouldn't hold ourselves back because of it"
1648,marijuana,Con,c-health,B6, It still harms your body.
1649,marijuana,Con,c-mind,F41,"People with latent schitzotypal tendencies often respond to marijuana with severe panic attacks and hallucinations, curled into the fetal position on the floor, clutching their heads and screaming for help and about how much their souls hurts."
1650,marijuana,Pro,p-no_damage,F40,"Cannabis is a wonderful substance, it is harmless, a great way to relax and has never killed anyone"
1651,marijuana,Pro,p-right,K5,People don't take too well to getting their freedoms taken away.
1652,marijuana,Con,c-health,K4,"as far as it goes for medicinal purposes, marijuana does not cure anything in which many people try and use that excuse because they think it does. It is for the sole purpose of numbing the pain in cancer patients in which they can switch to other alternatives and also making patients hungry so they eat more and gain weight on their sick bodies."
1653,marijuana,Con,c-addiction,K4," I just feel it'll cause more problems in the long run with people becoming ""addicted"" to it and needing help to get off of it."
1654,marijuana,Pro,p-legal,K218,Prohibition creats a black market for drugs.
1655,marijuana,Pro,p-not_addictive,C15,"According to a federal Institute of Medicine study in 1999, fewer than 10 percent of those who try marijuana ever meet the clinical criteria for dependence, while 32% of tobacco users and 15% of alcohol users do"""
1656,marijuana,Pro,p-medicine,C15,A study at the University of Saskatchewan in Canada proves that marijuana actually stimulates brain cell growth
1657,marijuana,Con,c-Other,C14,"If made legal, it will become a competitive market just like any other thing. (At least for those who don't grow it). That would mean there would still be [illegal] sellers, as they would be breeding more powerful strains to get more powerful amount of THC levels."
1658,marijuana,Con,c-health,C14,"marijuance creates LACK of concentration, not an increase of concentration!"
1659,marijuana,Con,c-addiction,C14,The more powerful it is the more addicting.
1660,marijuana,Pro,p-not_addictive,K101,Cannabis is not psychologically addictive and is no worse than alcohol or cigarettes.
1661,marijuana,Pro,p-legal,K101,With proper regulation i do not see why legalizing weed cannot work.
1662,marijuana,Pro,p-not_addictive,E1," Tobacco is much more harmful to the human body yet the government bows down to the needs of ""Big Tobacco""."
1663,marijuana,Pro,p-legal,E1," The government spends so much money on the ""War on Drugs"" and yet doesn't realize if they just legalized marijuana they could start taxing it and collecting a ton of money that could be put to better purposes, such as fixing health care or Social Security."
1664,marijuana,Con,c-illegal,K193,"if it were to be legalized for all purposes aside from smoking, people could much more easily get their hands on it for smoking."
1665,marijuana,Pro,p-medicine,L2,A large portion of modern music an art has been inspired by marijuana.
1666,marijuana,Pro,p-medicine,L3,"weed is not the most inspirational type of drug, all it does is relax your brain so you stop thinking at all."
1667,marijuana,Con,c-health,B23,I had a buddy who went from straight A's to dying because of pot.
1668,marijuana,Con,c-Other,A9,They consider society is safer with marijuana offenders incarcerated.
1669,marijuana,Con,c-crime,A9,Some believe that legalizing marijuana may increase crime as people involved in illegal trade of the drug are also involved in other crimes.
1670,marijuana,Pro,p-right,A8,"Why do people care so much that other people smoke weed in the first place? They're not that person, it's not their life to throw away or whatever they are going to do with it."
1671,marijuana,Con,c-illegal,K149,"Basically, the legalization of one drug will help to advance the cause of other drugs, making them more acceptable to society. I personally don't want to live in a world where meth is a legal drug."
1672,marijuana,Con,c-mind,K148,"their has been research done on the effects of smoking Cannabis, and the results were not good. Just go on google and type in something like ""Cannabis and mental disorders"" or something like that, and you'll find a ton of sites that show the research that Cannabis is bad for your brain."
1673,marijuana,Pro,p-medicine,E11,If everyone smoked the world would be a much chiller place :)
1674,marijuana,Pro,p-legal,E10,a big waste of our money to montior.
1675,marijuana,Pro,p-no_damage,I80,I do not believe there has been any study done to see if there is actually a correlation between marijuana use and memory loss
1676,marijuana,Pro,p-right,I13,the freedom of thought
1677,marijuana,Pro,p-legal,K75,"Legalize it tax it, it could be the answer for our debt crisis."
1678,marijuana,Pro,p-right,B10,people do have a choice. They can smoke marijuana or they can refrain from smoking it
1679,marijuana,Pro,p-right,E22,Prohibition is doing more harm then marijuana.
1680,marijuana,Pro,p-legal,E22,"The government is wasting to much money on enforcing it, people are going to jail who shouldn't, people are being killed by poisoned marijuana and chemical relationships because its not being sold in a safe environment, in a safe way, but rather on the streets, and its not doing any good, also it can be sold to minors as easily as it can be sold to adults."
1681,marijuana,Pro,p-right,E23,"If people go out and fuck up their lives because they haven't enough self-control to smoke only on occasion, well, that isn't the government's problem."
1682,marijuana,Pro,p-legal,E23,"America's economy would benefit from the sales, and people who are already addicted haven't anything to worry about!"
1683,marijuana,Pro,p-right,K46,"On the argument of prison overcrowding due to illegal drug users, they may as well legalize it and reduce the crowding."
1684,marijuana,Con,c-illegal,K46,"However, legalizing it will give too much leeway for people to get their hands on it even more."
1685,marijuana,Con,c-mind,K214,They kill braincells and wither the body.
1686,marijuana,Pro,p-right,K47,"But the greatest benefit would be an end to mandatory sentencing practices, which have ruined so many young peoples lives."
1687,marijuana,Pro,p-not_addictive,K47,yet cannabis is far less harmful than alcohol
1688,marijuana,Pro,p-medicine,K47,it even has medicinal properties
1689,marijuana,Pro,p-not_addictive,C18,it is better for you than cigarettes. not to mention anything you inhale through your lungs can be harmful so why not have it too
1690,marijuana,Pro,p-Other,C18,"weed is grown by the earth therefore by God, in god we trust(on every dollar bill)."
1691,marijuana,Con,c-health,C19,I had long been prohibited and smoking and everything else that poisons our lives.
1692,marijuana,Con,c-addiction,C19,It was not and will not be better than cigarettes and alcohol.
1693,marijuana,Pro,p-not_addictive,K9,Pot is not physically addicting.
1694,marijuana,Pro,p-Other,K9,Whether or not something is or isn't addictive shouldn't be the only criteria for determining it's safety within society.
1695,marijuana,Pro,p-medicine,K9,"That's a pretty bold statement to make for everyone that's had any ailment (which there are many: migraines, insomnia, post traumatic stress disorder, PMS, etc.) that pot could help, don't you think?"
1696,marijuana,Pro,p-not_addictive,B59,"There is no valid comparison to be drawn between cocaine and marijuana. Marijuana is not addictive, it doesn't cause cancer, you cannot overdose on it, and it doesn't make you any more likely to commit other crimes."
1697,marijuana,Pro,p-medicine,B59,Which is no different than most any prescription drug.
1698,marijuana,Con,c-crime,F2,If you just look at what happened with the hippie movement you can see that its not a good idea.
1699,marijuana,Con,c-health,B58,It causes negative effects on the human body.
1700,marijuana,Con,c-crime,B58,Some times people get so drugged they don't realize they killed people.
1701,marijuana,Con,c-addiction,B58,It is a drug. people think chocane or steroids are good for them but it is terrible
1702,marijuana,Pro,p-right,K133,I may not know what you personally enjoy but I should not have the right to deprive you of your enjoyment if your not harming anyone else.
1703,marijuana,Pro,p-medicine,K133,And your correct that leisure does not require marijuana however some people enjoy using marijuana in their leisure time.
1704,marijuana,Con,c-illegal,K132," Leisure doesn't require marijuana, or any other drug."
1705,marijuana,Con,c-Other,O1,There is a reason the future of America (and the world) is going downhill. The increased Marijuana use in high school and middle schoolers is one of the main reasons.
1706,marijuana,Con,c-mind,O1,Marijuana also has proven to take a permanent toll on the adolescent brain.
1707,marijuana,Con,c-illegal,O1,"I'm fine if you use marijuana because your doctor prescribes it to you, however most of the time, that is not the case and Marijuana is abused by many teens and young adults."
1708,marijuana,Con,c-health,O1,"it still only slows down, does not cure the medical issue."
1709,marijuana,Con,c-crime,O1,"When a person is high, he or she is not fully functional"
1710,marijuana,Con,c-addiction,O1," Marijuana is proven to be a gateway drug into crack cocaine, heroin, opium, etc."
1711,marijuana,Con,c-addiction,I69,Drugs are really really really reallly really really really BAD.
1712,marijuana,Pro,p-not_addictive,I68," the only derogatory thing it does to me is a bit of coughing, proven time and time again to be less harmful than any form of smoking tobacco(pipes, cigarettes, cigars, etc.)."
1713,marijuana,Pro,p-medicine,I68,"it only motivates me to go to work, in high school it made study more, and generally just gives me that drive to enjoy life."
1714,marijuana,Pro,p-medicine,A4,"Marijuana has medical benefits in relation to diseases like cancer, AIDS and glaucoma. It is especially helpful in the treatment of patients undergoing chemotherapy."
1715,marijuana,Pro,p-legal,A5,Crime and violence in the US has increased due to the illegal selling and buying of marijuana.
1716,marijuana,Pro,p-right,K144,"For instance, I think it's okay to take drugs in the privacy in your own home without an intent to hurt anyone else."
1717,marijuana,Con,c-mind,K144,"However, if you were home with your family, got high, and began to do dangerous things or hurt your family because of your getting high - that's not okay."
1718,marijuana,Con,c-Other,K145,If we legalize then the cartel will move here to make a larger profit. That would cause an effect that makes america fall. We would have shootings in our streets and detectives being forced to shut up.
1719,marijuana,Pro,p-not_addictive,H7,The side effects are not as severe as alcohol. Marijauna also contains less harmful chemicals than tobacco!
1720,marijuana,Pro,p-medicine,H7,Useful both as a medical drug and a recreational one.
1721,marijuana,Con,c-mind,D14,"has ""negative health effect is the long term effect on the hippocampus which retains memory in the brain. Research has shown that excessive marijuana smoking can cause damage to the brain"""
1722,marijuana,Con,c-crime,D14," I live in Kazakhstan, there is a suburb, the place where Marijuana grows and takes huge territory, As a result here is a lot of idiots because of constant using."
1723,marijuana,Con,c-addiction,D14,Marijuana is the drugs
1724,marijuana,Pro,p-medicine,C26,Cannabis has been proven to have health benefits .
1725,marijuana,Pro,p-not_addictive,C27,"To many, it seems hypocritical to keep marijuana illegal while tobacco and alcohol can be purchased legally."
1726,marijuana,Pro,p-Other,C27,People would be much less likely to ingest marijuana that is laced with something dangerous if the product was regulated to standards.
1727,marijuana,Pro,p-legal,C27,"We can spend less taxpayer money on the War On Drugs, and gain revenue from taxation."
1728,marijuana,Pro,p-medicine,K78,Also a lot of comedians like to take their ideas from pot too haha
1729,marijuana,Pro,p-no_damage,K78,For one pot was never a direct cause of death to anyone unlike tobacco and beer.
1730,marijuana,Pro,p-legal,K78,Pot is also one of the most high priced exports of Central American Countries and the Carribean.
1731,marijuana,Pro,p-not_addictive,K79,let me tell you guys somthing ciggerates kill you drugs give you a nice fell
1732,marijuana,Pro,p-not_addictive,I57," Marijuana has no business being illegal when it is less harmful than alcohol, a drug that is not only legal but used by a large portion of the population. Alcohol poisoning kills people every year, as does drunk driving. Marijuana cannot be overdosed on, nor does it make people over-confident or belligerent."
1733,marijuana,Pro,p-right,K31,"And yes, many people want to get high on cannabis."
1734,marijuana,Pro,p-not_addictive,K31,"If you can prove that pot is dangerous to society, I'm all ears. No one has been able to do so."
1735,marijuana,Pro,p-legal,K31, Both decriminalization and legalization both have many numbers that show it's beneficial effects on society
1736,marijuana,Pro,p-not_addictive,I63, In 40 years of constant usage no user of just marijuana has ever gotten cancer or otherwise ill effects.
1737,marijuana,Pro,p-Other,I63, Did I mention you can build the body for a car using hemp polymer? Even space shuttles and planes! Then you can fuel them using hemp-fuel that has ZERO carbon emissions.
1738,marijuana,Pro,p-medicine,I63,"Recent tests also show that smoking or inhaling, or otherwise ingesting cannabis can increase your brain cell growth."
1739,marijuana,Pro,p-legal,I63,"Industrial benefits of hemp: Can make 2x4 and other building material that is 2-4x stronger than wood. Lasts longer.  25,000 different products, 5,000 known textiles"
1740,marijuana,Pro,p-no_damage,I63," Recent tests also show that smoking or inhaling, or otherwise ingesting cannabis can increase your brain cell growth."
1741,marijuana,Con,c-Other,I62,"I don't think people should sacrifice who they are, in some cases their free will or their humanity.   When someone gives up their free will by becoming a slave to a hard drug or prescription mood and personality altering chemicals it is time for society to step in and give them back control.  Marijuana may be a petty offender, much less of an offender than alcohol, tobacco, meth, cocaine..etc.., but it is still a means of giving up who you are or keeping yourself in a state of non-growth.   We, as human beings, have a duty to ourselves to grow, change, improve, but always in the context of who we are. Drugs are a way to retard this development, deny who we are, and cope with a world that rejects us. It is an escape; an escape which noone deserves."
1742,marijuana,Con,c-health,I62,It isn't helpful; it's downright harmful in the long-run.
1743,marijuana,Con,c-mind,B53,"when marijuana disturbs functions centered in the deep control centers, disorienting changes in the mind occur"
1744,marijuana,Con,c-health,B53,". In early stages of the use of marijuana, some users will suffer from nausea, vomiting, and diarrhea."
1745,marijuana,Pro,p-right,K97,Nowdays this is true with pot and we are filiing up the jails with drugdealers petty pot charges and theres no room for the real criminals such as the rappist and murderers!
1746,marijuana,Pro,p-not_addictive,K97,in fact there are many more fatality or deaths using alchool every year.
1747,marijuana,Pro,p-legal,K97,"Make pot legal, tax it, and put rules and regulations along with it just as they did with alchool!"
1748,marijuana,Con,c-Other,K2,"And this wouldn't stop drug lords, do they not have cigarettes on the black market at dirt cheap prices?"
1749,marijuana,Con,c-illegal,K2,"The last thing we need is more people doing it. More people making it a problem for themselves, more people ending up in rehab at the governments expense."
1750,marijuana,Con,c-crime,K2,They're so slow and stupid with their dumb eyes all squinted.
1751,marijuana,Pro,p-right,K3,My core belief is that it should be the individual's choice whether to do something or not.
1752,marijuana,Pro,p-not_addictive,K3,"There has been endless debate over whether or not marijuana is harmful, and I choose to believe it's really not that bad."
1753,marijuana,Pro,p-legal,K3,"The war on marijuana, not all drugs, but marijuana, sucks up  so much  federal, state, and local money. Couldn't this money be better spent enforcing the other laws, say, the ones that keep people under the influence off the roads? Or maybe we could put this money towards something we can all enjoy, like lowering taxes."
1754,marijuana,Pro,p-not_addictive,C12," cigarettes should definitely be completely illegal, but they're so ingrained into our culture that I highly doubt that is going to happen anytime soon"
1755,marijuana,Pro,p-not_addictive,C13,Marijuana is  much  less harmful than alcohol and tobacco.
1756,marijuana,Pro,p-medicine,C13,"Studies have shown that marijuana increases concentration and creativity, probably because it stimulates both sides of the brain."
1757,marijuana,Pro,p-no_damage,C13,"And I've never heard of using marijuana making anyone aggressive, so they couldn't use that as an excuse for demonizing it. :)"
1758,marijuana,Pro,p-legal,C13,"Not to mention, were marijuana legal, it's estimated that the U.S. would save around $11 billion a year (I'm not sure if the money we would save by not arresting otherwise harmless marijuana users factors into this, but it's still quite a bit of money)."
1759,marijuana,Pro,p-not_addictive,E28,"If Marijuana is directly connected to harder drug use, then cigarettes lead to marijuana use and they should also be illegal."
1760,marijuana,Pro,p-legal,E28," if pot proceeds really went to terrorists, then we should legalize it, tax it, regulate it, gain the profits ourselves, and eliminate the terrorists' market."
1761,marijuana,Pro,p-legal,K170, marijuana would most certainly become a muliti billion dollar industry if legalized.
1762,marijuana,Pro,p-legal,K171," ""According to the data, the state's medical marijuana patients are currently consuming somewhere between $870 million and $2 billion worth of weed a year. That would translate to somewhere between $70 million and $120 million in state sales tax revenues, the authors estimated."""
1763,marijuana,Pro,p-not_addictive,B1,"NUmber one standing fact is that alcohol alone has been charted to have claimed 100,00 lives a year and is still legalized"
1764,marijuana,Pro,p-legal,B1,sell the weed not the seeds u can still make profit
1765,marijuana,Pro,p-no_damage,B1,where are the statistics of marijuana related deaths
1766,marijuana,Con,c-mind,K195,The only difference is that marijuana smoke has way more carbon monoxide. Inhaling this will limit the amount of oxygen that can go to your brain and can kill brain cells if they do not get enough oxygen
1767,marijuana,Con,c-health,K195," I deliberately pointed out that it mentioned how carbon monoxide can harm the blood vessels, which is present in marijuana smoke as well."
1768,marijuana,Con,c-addiction,K195,cigarette smoking has not been scientifically proven.
1769,marijuana,Pro,p-not_addictive,K194,Guess what does though. Alcohol which you think should be legal.
1770,marijuana,Pro,p-no_damage,K194, Smoking marijuana does not cause brain damage.
1771,marijuana,Pro,p-medicine,F30,Marijuana can open the mind making you more responsive to stimuli some people enjoy music more when they have had a smoke
1772,marijuana,Pro,p-Other,L5,Certainly seems like our country's been awfully fucked up since it was illegalized.
1773,marijuana,Pro,p-legal,L5,Weed used to be the US's largest crop.
1774,marijuana,Pro,p-medicine,L4,"I've smoked a ton of weed and it blows me away every time. I get amazing ideas, have awesome realizations about myself and people around me, and they still seem awesome later on"
1775,marijuana,Pro,p-not_addictive,K107,It is harmless in moderation. No study or research ever done has suggested anything otherwise.
1776,marijuana,Pro,p-legal,K107,"Getting any substance off the street is dangerous. If it were legal, then safe marijuana could be easily attained. The laws keep marijuana use dangerous, marijuana use doesn't make marijuana use dangerous, however."
1777,marijuana,Pro,p-right,K106,"Oh well, the war on drugs is a stupid thing, its basically prohibition again, and that didn't turn out well."
1778,marijuana,Pro,p-right,K72,I'm tired of hearing about nice people who are doing 10 years to life just for weed.
1779,marijuana,Pro,p-medicine,K72,Marijuana has so many benefits for sick people
1780,marijuana,Pro,p-legal,K220,"Once they can be regulated by the FDA and sold in reputable stores, the amount of crime will go down and quality will go up."
1781,marijuana,Pro,p-no_damage,I15,"I mean, its not like its one of the ones that can kill you, any related deaths are from judgment impairment and thats no worse than alchohol."
1782,marijuana,Con,c-addiction,K73,its still dangroud and adictive like beer and cigrattes
1783,marijuana,Pro,p-legal,K73,i think it would be a perfect thing for the Gov't if legel. Pot heads would still buy it for any price and it would help lower our debt.
1784,marijuana,Pro,p-legal,K221,"Again, the drug use in Amsterdam is lower than it is here."
1785,marijuana,Pro,p-right,B25," If the purpose of a law is to give as much freedom to people without allowing those people to neglect or abuse others rights, then what right is being threatened by marijuana usage?"
1786,marijuana,Pro,p-Other,B25,Marijuana has less correlation to such things then the few currently legal drugs.
1787,marijuana,Pro,p-legal,B25,"Also as part of the condition for legalization the government can provide tax breaks and such for such companies, to decrease the only serious health risk and to improve the economy."
1788,marijuana,Pro,p-Other,E17, But the substance itself is less a threat than illegal guns.
1789,marijuana,Con,c-health,F12,The health effects are way too severe.
1790,marijuana,Pro,p-legal,N6,It seems to me that it would be much better if government direct all this money to improve education and medicine.
1791,marijuana,Pro,p-legal,N7,". Kazakhstan has a really big resource of marijuana in the South, in ""CHU"" and that place is really famous around the world."
1792,marijuana,Pro,p-medicine,J10," its benefits on a friend of mine who has scoliosis. Muscle relaxants do very little for him and they have bad side effects, whereas pot helps him to function and leaves him relatively pain free."
1793,marijuana,Pro,p-legal,J10, that doesn't stop me from seeing that it has huge economic benefits
1794,marijuana,Pro,p-Other,J11,"even if they do smoke pot , it may be only occasionally and or they may detest the use of other drugs."
1795,marijuana,Pro,p-medicine,J11,"my grandfather , when questioned as to why he had a 6ft mull plant in his yard , answered that he ate the seeds to relieve headache"
1796,marijuana,Con,c-addiction,J11,"its only a gateway to other drugs , depending on the enviroment of and the willpower or lack thereof of the individual."
1797,marijuana,Pro,p-not_addictive,K51,"marijuana is actually less harmful than alcohol,"
1798,marijuana,Pro,p-right,I37,"the point is, not our fuckin' business on how someone decides to take the edge off."
1799,marijuana,Pro,p-legal,I37, making drugs an illegal business just gets more people killed anyway.
1800,marijuana,Pro,p-Other,I36,because it is a plant not a drug but if you set it on fire there are sidefects.
1801,marijuana,Pro,p-not_addictive,K50," it's no more harmful than alcohol or cigarettes,"
1802,marijuana,Pro,p-Other,K50,"with our current budget restrictions, we can't afford to save people from their own stupid decisions."
1803,marijuana,Pro,p-not_addictive,K202,Caffeine is also more addictive. I'm a slave to my morning caffeine fix - the day cant go on without it. Comparatively a much longer marijuana habit can be dropped and picked back up on a whim.
1804,marijuana,Con,c-Other,E35,Marijuana is a devil plant.
1805,marijuana,Pro,p-right,E34,The argument you are putting forth goes against the principle that the country's population can be trusted to make their own decisions as long as no-one else is harmed.
1806,marijuana,Pro,p-not_addictive,E34,"Marijuana has a track record of being the safest drug around, safer even then alcohol."
1807,marijuana,Pro,p-Other,E34,"Furthermore, the argument that terrorist groups benefit from the marijuana trade is just a myth."
1808,marijuana,Pro,p-legal,E34,"Also, you're forgetting that ending the prohibition of marijuana would cut these suppliers out of the system and force them to go legit."
1809,marijuana,Pro,p-Other,I40,"Sure, it's not the perfect job, but if you can convince people to go to school for it, and make a college degree required to work on the plantation, I bet it would convince hundreds of students to return to school with their career choice in mind."
1810,marijuana,Pro,p-medicine,I40,"about the medical uses, stress relief, etc,"
1811,marijuana,Pro,p-legal,I40,Did I mention that is in addition to the money saved yearly on arrest and court costs?
1812,marijuana,Pro,p-medicine,K26, ive grown up around people who have smoked pot or are smoking pot and it never made them hullucinate or slow down there motor functions in fact its actully help a few of them.
1813,marijuana,Pro,p-medicine,K27,Medicinal marijuana is given to cancer patients who are DYING to ease the pain they are in.
1814,marijuana,Pro,p-right,L14,What happens in the US is that those who do smoke marijuana get caught with it and get put on probation.
1815,marijuana,Pro,p-Other,L14,"While they are on probation that start using Schedule 1 drugs like Cocaine, which exits your system in no more than 72hrs. This is why marijuana is a gateway drug."
1816,marijuana,Pro,p-legal,L14,"By legalizing marijuana maybe some of our tax money used to keep those in prison for having marijuana could go towards something better, like education."
1817,marijuana,Pro,p-not_addictive,L15,It has little to no long term negative effects (decreases in short term memory + attention span for people smoking once a day for like 30 years)
1818,marijuana,Pro,p-medicine,L15, Weed helps you think in new ways. What's wrong with that?
1819,marijuana,Pro,p-legal,L15,"weed would be good for the economy - You tax it, people buy it, the government makes bank"
1820,marijuana,Pro,p-not_addictive,K188,Marijuana does not cause people to have giant drug and violence filled orgies in the street.
1821,marijuana,Pro,p-legal,K188,First of all you have no evidence that there would be a significant increase in marijuana use immediately following legalization.
1822,marijuana,Con,c-illegal,K189,I'm sure a lot of people would go out and buy it to try it or buy it to continue their addictions
1823,marijuana,Con,c-crime,K189,"Worst case scenario, half the population would go out and buy it, get high and wreak havoc on America. Productivity would go down :) and some people would simply do reckless things."
1824,marijuana,Con,c-addiction,K189,don't say it's not addicting. I  know  people that are addicted
1825,marijuana,Pro,p-legal,I1,"The government could earn billions in taxes, shut down a black market, regulate quality"
1826,marijuana,Pro,p-right,K153,But I'm not gonna tell anyone they can't smoke pot or do meth because I don't like it.
1827,marijuana,Pro,p-not_addictive,K153,"And also, maybe if we legalized weed which has less health problems as opposed to cigs and alcohol, we wouldn't have to legalize meth, because it has shown it's devastating to your health."
1828,marijuana,Pro,p-legal,B38," legalize it, regulate it and tax the heck out of it. If the tax on cigarettes can be $5.00/pack imagine what we could tax pot for!"
1829,marijuana,Pro,p-no_damage,C7,you also have to consider that continuous usage of LSD can cause severe mental illnesses in people. There hasn't ever been a case of this happening from using marijuana.
1830,marijuana,Con,c-Other,K167,I highly doubt marijuana would spark a billion dollar industry. There would still be a lot of private growers to circumvent the taxes on it and to make it cheaper.
1831,marijuana,Pro,p-legal,K166, the economy would get billions of dollars in a new industry if it were legalized making way more jobs than the war on drugs has ever made and no longer would this revenue go directly into the black market.
1832,marijuana,Pro,p-legal,J4,it'd be taxable .
1833,marijuana,Pro,p-Other,K209,the war on drugs doesn't have to include marijuana.
1834,marijuana,Con,c-health,B44,"imagine someone who happens to be very allergic to the stuff, you can smell that stuff from several yards away, and in some cases as far as football field or more if the wind is just right."
1835,marijuana,Pro,p-right,K80,"First, it is morally wrong because the government restricts the free choice of individuals to participate in such substances"
1836,marijuana,Con,c-illegal,K80,The only negative aspect is that it may lead to a increase in drug addicts.
1837,marijuana,Pro,p-Other,K80,the number of people people killed every year with selling or buying drugs is simply unnecessary and unjust
1838,marijuana,Pro,p-legal,K80,"Second, economically, instead of enforcing drug prohibition with $10 billion of spending, the government could control the supply of drugs by legally selling the product and taxing where estimates range in $10 billion dollars as well."
1839,marijuana,Con,c-illegal,G10,I don't think that driving high and drunk are the same. But they are both bad. And will happen more if weed id legalized.
1840,marijuana,Pro,p-legal,K81,weeed for life man without potsmokers there wolud be no gang violance it unbalnces the life cycle
1841,marijuana,Con,c-addiction,K12," If pot wasn't addictive, as most people claim, they can just stop doing it right?"
1842,marijuana,Con,c-mind,L21, Pot laced with what have you will send you reeling and there is plenty of stuff out there to lace it with.
1843,marijuana,Con,c-illegal,L21," For the safety of all, I would say no, don't legalize it with the exception of those who are terminally ill and have been prescribed it to calm them and take away some of the pain."
1844,marijuana,Con,c-addiction,L21, I came to the conclusion that weed should not be legalized because of the abuse factor
1845,marijuana,Pro,p-medicine,K159,"Lol dude one of my good friends smokes pot everyday and has been for a year, he is currently the valedictorian of our high school... He also goes to work everyday while high as does exactly the same as everyone else!?!"
1846,marijuana,Pro,p-right,K158,"If someone wants to do it, they're going to do it whether or not it's legal (proof is everyone smoking pot today)."
1847,marijuana,Pro,p-legal,K158,"I don't think that many people (including the person or people that will, 'cure cancer') want to waste their time smoking it."
1848,marijuana,Pro,p-not_addictive,B33,marijuana does not produce withdraw when it's use is ceased.
1849,marijuana,Pro,p-Other,B33,"If Soda was illegal, then drinking Soda would be a contributor to crime. It's only ""contributing to crime"" because it's illegal."
1850,marijuana,Pro,p-no_damage,K65,alot more people would not die for two reasons the war and a drug deal gone bad my friend was shot and almost l killed in a drug deal gone bad
1851,marijuana,Pro,p-legal,K65,the war is just retarded .
1852,marijuana,Pro,p-Other,K64,"I generally support the legalization of marijuana, which is really just another plant so whats the big deal."
1853,marijuana,Pro,p-legal,K64,"taxation is good to convince govt to legalize it, although its actually onerous to add more taxes, so if it is done, it should be done as little as possible."
1854,marijuana,Pro,p-not_addictive,D1,"And with said, marijuana is also not addictive, unlike other drugs."
1855,marijuana,Pro,p-Other,D1,"Marijuana is mentally addicted, yes... but so is  ice cream ."
1856,marijuana,Pro,p-legal,M2,Legalizing it would help are economy in many ways like jobs and much more
1857,marijuana,Pro,p-not_addictive,M3,"Marijuana has been rated the least harmful drug in a study made in UK, which means that there is no less harm being done to people using the drug."
1858,marijuana,Pro,p-medicine,M3," marijuana has evidence of pharmaceutical uses, such as treatment of glaucoma."
1859,marijuana,Pro,p-legal,M3," Because marijuana can be addictive, the government could sell the drug with a high tax, which would shrink the number of users of marijuana, and at the same time, stimulate the economy with these high payments going to the government."
1860,marijuana,Pro,p-not_addictive,F26,why should it be illegal for someone who wants to get to get stoned on Marijuana to unwind but OK for them to get drunk which has a lot more health issues connected
1861,marijuana,Pro,p-not_addictive,K183,"because something is bad in the short term, doesn't mean it can't have long term beneficial side affects."
1862,marijuana,Pro,p-not_addictive,F27,There was  NO  addiction at all in my case.
1863,marijuana,Pro,p-legal,K93,"they need more money in the economy.. they would make a shit load if stores started selling weed and we would be out of recession, only everyone would be a pot head."
1864,marijuana,Pro,p-right,B57,Illegal marijuana is as inefficient as Prohibition.
1865,marijuana,Pro,p-not_addictive,B57,"The difference is that the punishment is worse, and the drug is far less dangerous."
1866,marijuana,Pro,p-medicine,B57,"Another example: Some people under the influence of marijuana have increased motor control, increased focus, increased efficiency in memory, etc; and some people experience these things WITHOUT experiencing anything bad either."
1867,marijuana,Pro,p-legal,B57,"Instead of jailing people, it should be legal, and taxed, and controlled by the government so that it doesn't somehow contribute to killing people."
1868,marijuana,Con,c-mind,B56,"What all these effects have in common is that they result from changes in the brain's control centers, located deep in the brain. ""Deep brain functions separated from conscious thought processes. The deep relay centers feed information to the controlling mechanisms of the consciousness."" So, when marijuana disturbs functions centered in the deep control centers, disorienting changes in the mind occur (I think that is right). The user's psychomotor coordination becomes impaired. One may suffer or develop illusions and hallucinations, have a difficulty in remembering events which just occurred, slowed thinking and a narrow attention span, ""depersonalization, euphoria or depression, drowsiness or insomnia, difficulty in making accurate self-evaluation, a loss of judgment, and mental and physical lethargy"
1869,marijuana,Con,c-health,B56,"In early stages of the use of marijuana, some users will suffer from nausea, vomiting, and diarrhea. Most users may find that when they are high the whites of their eyes and facial skin become red, and the pupils dilate and become sensitive to light, increase in appetite, and a dryness in the mouth and throat."
